Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,ApplicantIncome_log,TotalIncome,TotalIncome_log,LoanAmount_sqrt,EMI,Loan_Income_Ratio
LP001487,Male,0,0,Graduate,0,4895,0.0,102.0,360.0,1.0,Semiurban,1,4.634728988229636,8.496173824192162,4895.0,8.496173824192162,10.099504938362077,0.2833333333333333,5.7882192713653384e-05
LP001488,Male,1,3+,Graduate,0,4000,7750.0,290.0,360.0,1.0,Semiurban,0,5.673323267171493,8.294299608857235,11750.0,9.371693622333941,17.029386365926403,0.8055555555555556,6.855791962174941e-05
LP001489,Female,1,0,Graduate,0,4583,0.0,84.0,360.0,1.0,Rural,0,4.442651256490317,8.430327258394575,4583.0,8.430327258394575,9.16515138991168,0.23333333333333334,5.091279365772056e-05
LP001491,Male,1,2,Graduate,1,3316,3500.0,88.0,360.0,1.0,Urban,1,4.48863636973214,8.106816038947052,6816.0,8.827174771362785,9.38083151964686,0.24444444444444444,3.586332811684924e-05
LP001492,Male,0,0,Graduate,0,14999,0.0,242.0,360.0,0.0,Semiurban,0,5.493061443340548,9.615805480084347,14999.0,9.615805480084347,15.556349186104045,0.6722222222222223,4.481780266832604e-05
LP001493,Male,1,2,Not Graduate,0,4200,1430.0,129.0,360.0,1.0,Rural,0,4.867534450455582,8.343077871169383,5630.0,8.636042325254618,11.357816691600547,0.35833333333333334,6.364712847838958e-05
LP001497,Male,1,2,Graduate,0,5042,2083.0,185.0,360.0,1.0,Rural,0,5.225746673713202,8.525756422076725,7125.0,8.871505346165781,13.601470508735444,0.5138888888888888,7.212475633528264e-05
LP001498,Male,0,0,Graduate,0,5417,0.0,168.0,360.0,1.0,Urban,1,5.1298987149230735,8.59748202264504,5417.0,8.59748202264504,12.96148139681572,0.4666666666666667,8.614854470494123e-05
LP001504,Male,0,0,Graduate,1,6950,0.0,175.0,180.0,1.0,Semiurban,1,5.170483995038151,8.846640813100485,6950.0,8.846640813100485,13.228756555322953,0.9722222222222222,0.0001398880895283773
LP001507,Male,1,0,Graduate,0,2698,2034.0,122.0,360.0,1.0,Semiurban,1,4.812184355372417,7.900636613018005,4732.0,8.462314529906248,11.045361017187261,0.3388888888888889,7.161641777026393e-05
LP001508,Male,1,2,Graduate,0,11757,0.0,187.0,180.0,1.0,Urban,1,5.236441962829949,9.3722891389622,11757.0,9.3722891389622,13.674794331177344,1.038888888888889,8.836343360456655e-05
LP001514,Female,1,0,Graduate,0,2330,4486.0,100.0,360.0,1.0,Semiurban,1,4.61512051684126,7.754052639035757,6816.0,8.827174771362785,10.0,0.2777777777777778,4.075378195096505e-05
LP001516,Female,1,2,Graduate,0,14866,0.0,70.0,360.0,1.0,Urban,1,4.2626798770413155,9.60689927061335,14866.0,9.60689927061335,8.366600265340756,0.19444444444444445,1.307980925901012e-05
LP001518,Male,1,1,Graduate,0,1538,1425.0,30.0,360.0,1.0,Urban,1,3.4339872044851463,7.338888133838879,2963.0,7.994294986415977,5.477225575051661,0.08333333333333333,2.8124648441894476e-05
LP001519,Female,0,0,Graduate,0,10000,1666.0,225.0,360.0,1.0,Rural,0,5.420534999272286,9.210440366976517,11666.0,9.364519622823856,15.0,0.625,5.357448997085548e-05
LP001520,Male,1,0,Graduate,0,4860,830.0,125.0,360.0,1.0,Semiurban,1,4.836281906951478,8.488999457045455,5690.0,8.646641258603124,11.180339887498949,0.3472222222222222,6.10232376488967e-05
LP001528,Male,0,0,Graduate,0,6277,0.0,118.0,360.0,0.0,Rural,0,4.77912349311153,8.744806737401898,6277.0,8.744806737401898,10.862780491200215,0.3277777777777778,5.221885897367816e-05
LP001529,Male,1,0,Graduate,1,2577,3750.0,152.0,360.0,1.0,Rural,1,5.030437921392435,7.8547691834991324,6327.0,8.75273950944749,12.328828005937952,0.4222222222222222,6.67334000667334e-05
LP001531,Male,0,0,Graduate,0,9166,0.0,244.0,360.0,1.0,Urban,0,5.501258210544727,9.123365357961776,9166.0,9.123365357961776,15.620499351813308,0.6777777777777778,7.39447717409751e-05
LP001532,Male,1,2,Not Graduate,0,2281,0.0,113.0,360.0,1.0,Rural,0,4.736198448394496,7.732807530422021,2281.0,7.732807530422021,10.63014581273465,0.3138888888888889,0.00013761020994690438
LP001535,Male,0,0,Graduate,0,3254,0.0,50.0,360.0,1.0,Urban,1,3.9318256327243257,8.08794755464267,3254.0,8.08794755464267,7.0710678118654755,0.1388888888888889,4.268251041453254e-05
LP001536,Male,1,3+,Graduate,0,39999,0.0,600.0,180.0,0.0,Semiurban,1,6.398594934535208,10.596634733096073,39999.0,10.596634733096073,24.49489742783178,3.3333333333333335,8.33354167187513e-05
LP001541,Male,1,1,Graduate,0,6000,0.0,160.0,360.0,1.0,Rural,1,5.081404364984463,8.699681400989514,6000.0,8.699681400989514,12.649110640673518,0.4444444444444444,7.407407407407407e-05
LP001543,Male,1,1,Graduate,0,9538,0.0,187.0,360.0,1.0,Urban,1,5.236441962829949,9.163143937145207,9538.0,9.163143937145207,13.674794331177344,0.5194444444444445,5.446052049113488e-05
LP001546,Male,0,0,Graduate,0,2980,2083.0,120.0,360.0,1.0,Rural,1,4.795790545596741,8.000014093678072,5063.0,8.529911963824013,10.954451150103322,0.3333333333333333,6.583711896767397e-05
LP001552,Male,1,0,Graduate,0,4583,5625.0,255.0,360.0,1.0,Semiurban,1,5.545177444479562,8.430327258394575,10208.0,9.231024963169016,15.968719422671311,0.7083333333333334,6.93900208986416e-05
LP001560,Male,1,0,Not Graduate,0,1863,1041.0,98.0,360.0,1.0,Semiurban,1,4.59511985013459,7.530479995245536,2904.0,7.974188669286011,9.899494936611665,0.2722222222222222,9.374043464952555e-05
LP001562,Male,1,0,Graduate,0,7933,0.0,275.0,360.0,1.0,Urban,0,5.62040086571715,8.978912601074276,7933.0,8.978912601074276,16.583123951777,0.7638888888888888,9.629256131209994e-05
LP001565,Male,1,1,Graduate,0,3089,1280.0,121.0,360.0,0.0,Semiurban,0,4.804021044733257,8.035926369891792,4369.0,8.382518288089635,11.0,0.33611111111111114,7.693090206251114e-05
LP001570,Male,1,2,Graduate,0,4167,1447.0,158.0,360.0,1.0,Rural,1,5.0689042022202315,8.335191583433202,5614.0,8.633196867172543,12.569805089976535,0.4388888888888889,7.817757194315798e-05
LP001572,Male,1,0,Graduate,0,9323,0.0,75.0,180.0,1.0,Urban,1,4.330733340286331,9.140347000155648,9323.0,9.140347000155648,8.660254037844387,0.4166666666666667,4.469233794558261e-05
LP001574,Male,1,0,Graduate,0,3707,3166.0,182.0,360.0,1.0,Rural,1,5.209486152841421,8.218247926685745,6873.0,8.835501457409778,13.490737563232042,0.5055555555555555,7.355675186316827e-05
LP001577,Female,1,0,Graduate,0,4583,0.0,112.0,360.0,1.0,Rural,0,4.727387818712341,8.430327258394575,4583.0,8.430327258394575,10.583005244258363,0.3111111111111111,6.788372487696074e-05
LP001578,Male,1,0,Graduate,0,2439,3333.0,129.0,360.0,1.0,Rural,1,4.867534450455582,7.799753318287247,5772.0,8.660947155060933,11.357816691600547,0.35833333333333334,6.208131208131208e-05
LP001579,Male,0,0,Graduate,0,2237,0.0,63.0,480.0,0.0,Semiurban,0,4.1588830833596715,7.71333788887187,2237.0,7.71333788887187,7.937253933193772,0.13125,5.867232901206974e-05
LP001580,Male,1,2,Graduate,0,8000,0.0,200.0,360.0,1.0,Semiurban,1,5.303304908059076,8.987321812850125,8000.0,8.987321812850125,14.142135623730951,0.5555555555555556,6.944444444444444e-05
LP001581,Male,1,0,Not Graduate,0,1820,1769.0,95.0,360.0,1.0,Rural,1,4.564348191467836,7.507141079727608,3589.0,8.185907481482324,9.746794344808963,0.2638888888888889,7.352713538280549e-05
LP001585,Male,1,3+,Graduate,0,51763,0.0,700.0,300.0,1.0,Urban,1,6.55250788703459,10.85445020594156,51763.0,10.85445020594156,26.457513110645905,2.3333333333333335,4.507724307581349e-05
LP001586,Male,1,3+,Not Graduate,0,3522,0.0,81.0,180.0,1.0,Rural,0,4.406719247264253,8.167068178341237,3522.0,8.167068178341237,9.0,0.45,0.00012776831345826236
LP001594,Male,1,0,Graduate,0,5708,5625.0,187.0,360.0,1.0,Semiurban,1,5.236441962829949,8.64979915596426,11333.0,9.335562336729565,13.674794331177344,0.5194444444444445,4.5834681412198404e-05
LP001603,Male,1,0,Not Graduate,1,4344,736.0,87.0,360.0,1.0,Semiurban,0,4.477336814478207,8.376781037699493,5080.0,8.533263371593732,9.327379053088816,0.24166666666666667,4.757217847769029e-05
LP001606,Male,1,0,Graduate,0,3497,1964.0,116.0,360.0,1.0,Rural,1,4.762173934797756,8.159946655578548,5461.0,8.60557030203365,10.770329614269007,0.32222222222222224,5.900425237542982e-05
LP001608,Male,1,2,Graduate,0,2045,1619.0,101.0,360.0,1.0,Rural,1,4.624972813284271,7.6236419465115715,3664.0,8.206583614320753,10.04987562112089,0.28055555555555556,7.657083939835031e-05
LP001610,Male,1,3+,Graduate,0,5516,11300.0,495.0,360.0,0.0,Semiurban,0,6.206575926724928,8.61558951327243,16816.0,9.73014555852275,22.24859546128699,1.375,8.1767364414843e-05
LP001616,Male,1,1,Graduate,0,3750,0.0,116.0,360.0,1.0,Semiurban,1,4.762173934797756,8.229777750081887,3750.0,8.229777750081887,10.770329614269007,0.32222222222222224,8.592592592592593e-05
LP001630,Male,0,0,Not Graduate,0,2333,1451.0,102.0,480.0,0.0,Urban,0,4.634728988229636,7.755338812846501,3784.0,8.23880116587155,10.099504938362077,0.2125,5.6157505285412264e-05
LP001633,Male,1,1,Graduate,0,6400,7250.0,180.0,360.0,0.0,Urban,0,5.198497031265826,8.764209507142004,13650.0,9.521568058002977,13.416407864998739,0.5,3.663003663003663e-05
LP001634,Male,0,0,Graduate,0,1916,5063.0,67.0,360.0,1.0,Rural,0,4.219507705176107,7.558516743045645,6979.0,8.850804195756417,8.18535277187245,0.18611111111111112,2.6667303497794974e-05
LP001636,Male,1,0,Graduate,0,4600,0.0,73.0,180.0,1.0,Semiurban,1,4.304065093204169,8.434028950155469,4600.0,8.434028950155469,8.54400374531753,0.40555555555555556,8.816425120772947e-05
LP001637,Male,1,1,Graduate,0,33846,0.0,260.0,360.0,1.0,Semiurban,0,5.564520407322694,10.429605648120413,33846.0,10.429605648120413,16.1245154965971,0.7222222222222222,2.1338480831478527e-05
LP001639,Female,1,0,Graduate,0,3625,0.0,108.0,360.0,1.0,Semiurban,1,4.6913478822291435,8.195885391314796,3625.0,8.195885391314796,10.392304845413264,0.3,8.275862068965517e-05
LP001640,Male,1,0,Graduate,1,39147,4750.0,120.0,360.0,1.0,Semiurban,1,4.795790545596741,10.57510461454571,43897.0,10.6896240399389,10.954451150103322,0.3333333333333333,7.5935333470016925e-06
LP001641,Male,1,1,Graduate,1,2178,0.0,66.0,300.0,0.0,Rural,0,4.204692619390966,7.68662133494462,2178.0,7.68662133494462,8.12403840463596,0.22,0.00010101010101010101
LP001643,Male,1,0,Graduate,0,2383,2138.0,58.0,360.0,1.0,Rural,1,4.07753744390572,7.776535028185241,4521.0,8.416709652837914,7.615773105863909,0.16111111111111112,3.563616702302834e-05
LP001644,Male,1,0,Graduate,1,674,5296.0,168.0,360.0,1.0,Rural,1,5.1298987149230735,6.51471269087253,5970.0,8.694669696546992,12.96148139681572,0.4666666666666667,7.816862088218872e-05
LP001647,Male,1,0,Graduate,0,9328,0.0,188.0,180.0,1.0,Rural,1,5.241747015059643,9.140883106960962,9328.0,9.140883106960962,13.711309200802088,1.0444444444444445,0.00011196874404421575
LP001653,Male,0,0,Not Graduate,0,4885,0.0,48.0,360.0,1.0,Rural,1,3.8918202981106265,8.494129251817686,4885.0,8.494129251817686,6.928203230275509,0.13333333333333333,2.7294438758103037e-05
LP001656,Male,0,0,Graduate,0,12000,0.0,164.0,360.0,1.0,Semiurban,0,5.10594547390058,9.392745258631441,12000.0,9.392745258631441,12.806248474865697,0.45555555555555555,3.7962962962962964e-05
LP001657,Male,1,0,Not Graduate,0,6033,0.0,160.0,360.0,1.0,Urban,0,5.081404364984463,8.705165419719007,6033.0,8.705165419719007,12.649110640673518,0.4444444444444444,7.366889515074498e-05
LP001658,Male,0,0,Graduate,0,3858,0.0,76.0,360.0,1.0,Semiurban,1,4.343805421853684,8.258163361537619,3858.0,8.258163361537619,8.717797887081348,0.2111111111111111,5.4720350210241345e-05
LP001664,Male,0,0,Graduate,0,4191,0.0,120.0,360.0,1.0,Rural,1,4.795790545596741,8.340933226000878,4191.0,8.340933226000878,10.954451150103322,0.3333333333333333,7.953551260637875e-05
LP001665,Male,1,1,Graduate,0,3125,2583.0,170.0,360.0,1.0,Semiurban,0,5.14166355650266,8.047509510981422,5708.0,8.64979915596426,13.038404810405298,0.4722222222222222,8.272989176983571e-05
LP001666,Male,0,0,Graduate,0,8333,3750.0,187.0,360.0,1.0,Rural,1,5.236441962829949,9.0280988119824,12083.0,9.399637542506563,13.674794331177344,0.5194444444444445,4.298969166965526e-05
LP001669,Female,0,0,Not Graduate,0,1907,2365.0,120.0,360.0,1.0,Urban,1,4.795790545596741,7.553810852008231,4272.0,8.360071435644025,10.954451150103322,0.3333333333333333,7.802746566791511e-05
LP001671,Female,1,0,Graduate,0,3416,2816.0,113.0,360.0,1.0,Semiurban,1,4.736198448394496,8.136518252115291,6232.0,8.73761303680885,10.63014581273465,0.3138888888888889,5.036727998858936e-05
LP001673,Male,0,0,Graduate,1,11000,0.0,83.0,360.0,1.0,Urban,0,4.430816798843313,9.305741456739435,11000.0,9.305741456739435,9.1104335791443,0.23055555555555557,2.095959595959596e-05
LP001674,Male,1,1,Not Graduate,0,2600,2500.0,90.0,360.0,1.0,Semiurban,1,4.51085950651685,7.8636512654486515,5100.0,8.537191877922927,9.486832980505138,0.25,4.901960784313725e-05
LP001677,Male,0,2,Graduate,0,4923,0.0,166.0,360.0,0.0,Semiurban,1,5.117993812416755,8.501876487304344,4923.0,8.501876487304344,12.884098726725126,0.46111111111111114,9.3664657954725e-05
LP001682,Male,1,3+,Not Graduate,0,3992,0.0,128.0,180.0,1.0,Urban,0,4.859812404361672,8.292298107063221,3992.0,8.292298107063221,11.313708498984761,0.7111111111111111,0.00017813404586951683
LP001688,Male,1,1,Not Graduate,0,3500,1083.0,135.0,360.0,1.0,Urban,1,4.912654885736052,8.160803920954665,4583.0,8.430327258394575,11.61895003862225,0.375,8.182413266419377e-05
LP001691,Male,1,2,Not Graduate,0,3917,0.0,124.0,360.0,1.0,Semiurban,1,4.8283137373023015,8.273336598504486,3917.0,8.273336598504486,11.135528725660043,0.34444444444444444,8.793577851530366e-05
LP001692,Female,0,0,Not Graduate,0,4408,0.0,120.0,360.0,1.0,Semiurban,1,4.795790545596741,8.391403185357937,4408.0,8.391403185357937,10.954451150103322,0.3333333333333333,7.562008469449485e-05
LP001693,Female,0,0,Graduate,0,3244,0.0,80.0,360.0,1.0,Urban,1,4.394449154672439,8.08487062913819,3244.0,8.08487062913819,8.94427190999916,0.2222222222222222,6.850253459377997e-05
LP001698,Male,0,0,Not Graduate,0,3975,2531.0,55.0,360.0,1.0,Rural,1,4.02535169073515,8.288031567776464,6506.0,8.780633799494984,7.416198487095663,0.1527777777777778,2.3482597260648294e-05
LP001699,Male,0,0,Graduate,0,2479,0.0,59.0,360.0,1.0,Urban,1,4.0943445622221,7.8160138391590275,2479.0,7.8160138391590275,7.681145747868608,0.1638888888888889,6.611088700640939e-05
LP001702,Male,0,0,Graduate,0,3418,0.0,127.0,360.0,1.0,Semiurban,0,4.852030263919617,8.137103389639302,3418.0,8.137103389639302,11.269427669584644,0.3527777777777778,0.00010321175476236917
LP001708,Female,0,0,Graduate,0,10000,0.0,214.0,360.0,1.0,Semiurban,0,5.3706380281276624,9.210440366976517,10000.0,9.210440366976517,14.628738838327793,0.5944444444444444,5.9444444444444445e-05
LP001711,Male,1,3+,Graduate,0,3430,1250.0,128.0,360.0,0.0,Semiurban,0,4.859812404361672,8.14060704285845,4680.0,8.45126704130007,11.313708498984761,0.35555555555555557,7.597340930674265e-05
LP001713,Male,1,1,Graduate,1,7787,0.0,240.0,360.0,1.0,Urban,1,5.484796933490655,8.960339366492091,7787.0,8.960339366492091,15.491933384829668,0.6666666666666666,8.561277342579512e-05
LP001715,Male,1,3+,Not Graduate,1,5703,0.0,130.0,360.0,1.0,Rural,1,4.875197323201151,8.648922962094131,5703.0,8.648922962094131,11.40175425099138,0.3611111111111111,6.33195004578487e-05
LP001716,Male,1,0,Graduate,0,3173,3021.0,137.0,360.0,1.0,Urban,1,4.927253685157205,8.062747901086354,6194.0,8.731497794063243,11.704699910719626,0.38055555555555554,6.143938578552721e-05
LP001720,Male,1,3+,Not Graduate,0,3850,983.0,100.0,360.0,1.0,Semiurban,1,4.61512051684126,8.25608813381491,4833.0,8.483429561263428,10.0,0.2777777777777778,5.747522817665586e-05
LP001722,Male,1,0,Graduate,0,150,1800.0,135.0,360.0,1.0,Rural,0,4.912654885736052,5.017279836814924,1950.0,7.576097340623111,11.61895003862225,0.375,0.0001923076923076923
LP001726,Male,1,0,Graduate,0,3727,1775.0,131.0,360.0,1.0,Semiurban,1,4.882801922586371,8.223627175805483,5502.0,8.613048677059759,11.445523142259598,0.3638888888888889,6.613756613756613e-05
LP001732,Male,1,2,Graduate,0,5000,0.0,72.0,360.0,0.0,Semiurban,0,4.290459441148391,8.517393171418904,5000.0,8.517393171418904,8.48528137423857,0.2,4e-05
LP001734,Female,1,2,Graduate,0,4283,2383.0,127.0,360.0,1.0,Semiurban,1,4.852030263919617,8.36264243156764,6666.0,8.80492526261806,11.269427669584644,0.3527777777777778,5.2921958862552926e-05
LP001736,Male,1,0,Graduate,0,2221,0.0,60.0,360.0,0.0,Urban,0,4.110873864173311,7.706162970199575,2221.0,7.706162970199575,7.745966692414834,0.16666666666666666,7.504127269998499e-05
LP001743,Male,1,2,Graduate,0,4009,1717.0,116.0,360.0,1.0,Semiurban,1,4.762173934797756,8.296546520300614,5726.0,8.652947112393857,10.770329614269007,0.32222222222222224,5.6273528156168744e-05
LP001744,Male,0,0,Graduate,0,2971,2791.0,144.0,360.0,1.0,Semiurban,1,4.976733742420574,7.99699040583765,5762.0,8.659213451436667,12.0,0.4,6.942034015966679e-05
LP001749,Male,1,0,Graduate,0,7578,1010.0,175.0,360.0,1.0,Semiurban,1,5.170483995038151,8.93313654381203,8588.0,9.058237593766226,13.228756555322953,0.4861111111111111,5.6603529472649176e-05
LP001750,Male,1,0,Graduate,0,6250,0.0,128.0,360.0,1.0,Semiurban,1,4.859812404361672,8.740496729931813,6250.0,8.740496729931813,11.313708498984761,0.35555555555555557,5.688888888888889e-05
LP001751,Male,1,0,Graduate,0,3250,0.0,170.0,360.0,1.0,Rural,0,5.14166355650266,8.086717920303906,3250.0,8.086717920303906,13.038404810405298,0.4722222222222222,0.0001452991452991453
LP001754,Male,1,0,Not Graduate,1,4735,0.0,138.0,360.0,1.0,Urban,0,4.9344739331306915,8.462948176563842,4735.0,8.462948176563842,11.74734012447073,0.38333333333333336,8.09574093629004e-05
LP001758,Male,1,2,Graduate,0,6250,1695.0,210.0,360.0,1.0,Semiurban,1,5.351858133476067,8.740496729931813,7945.0,8.980423936374544,14.491376746189438,0.5833333333333334,7.342143906020558e-05
LP001760,Male,1,0,Graduate,0,4758,0.0,158.0,480.0,1.0,Semiurban,1,5.0689042022202315,8.46779284112111,4758.0,8.46779284112111,12.569805089976535,0.32916666666666666,6.918172901779459e-05
LP001761,Male,0,0,Graduate,1,6400,0.0,200.0,360.0,1.0,Rural,1,5.303304908059076,8.764209507142004,6400.0,8.764209507142004,14.142135623730951,0.5555555555555556,8.680555555555556e-05
LP001765,Male,1,1,Graduate,0,2491,2054.0,104.0,360.0,1.0,Semiurban,1,4.653960350157523,7.820840879907344,4545.0,8.422003004412488,10.198039027185569,0.28888888888888886,6.356191174673022e-05
LP001768,Male,1,0,Graduate,0,3716,0.0,42.0,180.0,1.0,Rural,1,3.7612001156935624,8.220672170297252,3716.0,8.220672170297252,6.48074069840786,0.23333333333333334,6.279153211338356e-05
LP001770,Male,0,0,Not Graduate,0,3189,2598.0,120.0,360.0,1.0,Rural,1,4.795790545596741,8.06777619577889,5787.0,8.663542087751374,10.954451150103322,0.3333333333333333,5.7600368642359305e-05
LP001776,Female,0,0,Graduate,0,8333,0.0,280.0,360.0,1.0,Semiurban,1,5.638354669333745,9.0280988119824,8333.0,9.0280988119824,16.73320053068151,0.7777777777777778,9.333706681600598e-05
LP001778,Male,1,1,Graduate,0,3155,1779.0,140.0,360.0,1.0,Semiurban,1,4.948759890378168,8.057060681965766,4934.0,8.504107951867582,11.832159566199232,0.3888888888888889,7.881817772373103e-05
LP001784,Male,1,1,Graduate,0,5500,1260.0,170.0,360.0,1.0,Rural,1,5.14166355650266,8.612685172875459,6760.0,8.818926087090677,13.038404810405298,0.4722222222222222,6.985535831689677e-05
LP001786,Male,1,0,Graduate,0,5746,0.0,255.0,360.0,1.0,Urban,0,5.545177444479562,8.656433258507741,5746.0,8.656433258507741,15.968719422671311,0.7083333333333334,0.0001232741617357002
LP001788,Female,0,0,Graduate,1,3463,0.0,122.0,360.0,1.0,Urban,1,4.812184355372417,8.150179269682326,3463.0,8.150179269682326,11.045361017187261,0.3388888888888889,9.785991593672795e-05
LP001790,Female,0,1,Graduate,0,3812,0.0,112.0,360.0,1.0,Rural,1,4.727387818712341,8.246171559857563,3812.0,8.246171559857563,10.583005244258363,0.3111111111111111,8.161361781508686e-05
LP001792,Male,1,1,Graduate,0,3315,0.0,96.0,360.0,1.0,Semiurban,1,4.574710978503383,8.106514516255185,3315.0,8.106514516255185,9.797958971132712,0.26666666666666666,8.044243338360986e-05
LP001798,Male,1,2,Graduate,0,5819,5000.0,120.0,360.0,1.0,Rural,1,4.795790545596741,8.669055540725484,10819.0,9.289151552400472,10.954451150103322,0.3333333333333333,3.080999476230089e-05
LP001800,Male,1,1,Not Graduate,0,2510,1983.0,140.0,180.0,1.0,Urban,0,4.948759890378168,7.828436359157585,4493.0,8.410498452745275,11.832159566199232,0.7777777777777778,0.0001731087865074066
LP001806,Male,0,0,Graduate,0,2965,5701.0,155.0,60.0,1.0,Urban,1,5.049856007249537,7.994969522697877,8666.0,9.067277989134345,12.449899597988733,2.5833333333333335,0.0002980998538349104
LP001807,Male,1,2,Graduate,1,6250,1300.0,108.0,360.0,1.0,Rural,1,4.6913478822291435,8.740496729931813,7550.0,8.929435283803425,10.392304845413264,0.3,3.9735099337748346e-05
LP001811,Male,1,0,Not Graduate,0,3406,4417.0,123.0,360.0,1.0,Semiurban,1,4.820281565605037,8.133587417660966,7823.0,8.964951211714654,11.090536506409418,0.3416666666666667,4.367463462439814e-05
LP001813,Male,0,0,Graduate,1,6050,4333.0,120.0,180.0,1.0,Urban,0,4.795790545596741,8.707978826622321,10383.0,9.248021438943871,10.954451150103322,0.6666666666666666,6.420751870043982e-05
LP001814,Male,1,2,Graduate,0,9703,0.0,112.0,360.0,1.0,Urban,1,4.727387818712341,9.180293450623886,9703.0,9.180293450623886,10.583005244258363,0.3111111111111111,3.20633939102454e-05
LP001819,Male,1,1,Not Graduate,0,6608,0.0,137.0,180.0,1.0,Urban,1,4.927253685157205,8.796187635470453,6608.0,8.796187635470453,11.704699910719626,0.7611111111111111,0.00011518025289211729
LP001824,Male,1,1,Graduate,0,2882,1843.0,123.0,480.0,1.0,Semiurban,1,4.820281565605037,7.9665866976384025,4725.0,8.460834457746854,11.090536506409418,0.25625,5.4232804232804225e-05
LP001825,Male,1,0,Graduate,0,1809,1868.0,90.0,360.0,1.0,Urban,1,4.51085950651685,7.501082124259871,3677.0,8.210124405164267,9.486832980505138,0.25,6.799020940984498e-05
LP001835,Male,1,0,Not Graduate,0,1668,3890.0,201.0,360.0,0.0,Semiurban,0,5.308267697401205,7.419979923661835,5558.0,8.62317351495347,14.177446878757825,0.5583333333333333,0.00010045579944824278
LP001836,Female,0,2,Graduate,0,3427,0.0,138.0,360.0,1.0,Urban,0,4.9344739331306915,8.13973227971767,3427.0,8.13973227971767,11.74734012447073,0.38333333333333336,0.00011185682326621924
LP001841,Male,0,0,Not Graduate,1,2583,2167.0,104.0,360.0,1.0,Rural,1,4.653960350157523,7.857093864902493,4750.0,8.46611040118692,10.198039027185569,0.28888888888888886,6.0818713450292395e-05
LP001843,Male,1,1,Not Graduate,0,2661,7101.0,279.0,180.0,1.0,Semiurban,1,5.634789603169249,7.886832998955057,9762.0,9.186355009225672,16.703293088490067,1.55,0.00015877893874206104
LP001844,Male,0,0,Graduate,1,16250,0.0,192.0,360.0,0.0,Urban,0,5.262690188904886,9.69590972432601,16250.0,9.69590972432601,13.856406460551018,0.5333333333333333,3.282051282051282e-05
LP001846,Female,0,3+,Graduate,0,3083,0.0,255.0,360.0,1.0,Rural,1,5.545177444479562,8.03398273468322,3083.0,8.03398273468322,15.968719422671311,0.7083333333333334,0.00022975456806141205
LP001849,Male,0,0,Not Graduate,0,6045,0.0,115.0,360.0,0.0,Rural,0,4.7535901911063645,8.707152175339404,6045.0,8.707152175339404,10.723805294763608,0.3194444444444444,5.284440768311736e-05
LP001854,Male,1,3+,Graduate,0,5250,0.0,94.0,360.0,1.0,Urban,0,4.553876891600541,8.566173813637858,5250.0,8.566173813637858,9.695359714832659,0.2611111111111111,4.973544973544974e-05
LP001859,Male,1,0,Graduate,0,14683,2100.0,304.0,360.0,1.0,Rural,0,5.720311776607412,9.594513744616725,16783.0,9.728181330636078,17.435595774162696,0.8444444444444444,5.0315464722900816e-05
LP001864,Male,1,3+,Not Graduate,0,4931,0.0,128.0,360.0,1.0,Semiurban,0,4.859812404361672,8.503499864284235,4931.0,8.503499864284235,11.313708498984761,0.35555555555555557,7.210617634466752e-05
LP001865,Male,1,1,Graduate,0,6083,4250.0,330.0,360.0,1.0,Urban,1,5.802118375377063,8.713417653379183,10333.0,9.24319470884713,18.16590212458495,0.9166666666666666,8.871253911416497e-05
LP001868,Male,0,0,Graduate,0,2060,2209.0,134.0,360.0,1.0,Semiurban,1,4.90527477843843,7.630946580890459,4269.0,8.35936910622267,11.575836902790225,0.37222222222222223,8.719190026287708e-05
LP001870,Female,0,1,Graduate,0,3481,0.0,155.0,36.0,1.0,Semiurban,0,5.049856007249537,8.155362120328135,3481.0,8.155362120328135,12.449899597988733,4.305555555555555,0.001236873184589358
LP001871,Female,0,0,Graduate,0,7200,0.0,120.0,360.0,1.0,Rural,1,4.795790545596741,8.881975184248867,7200.0,8.881975184248867,10.954451150103322,0.3333333333333333,4.6296296296296294e-05
LP001872,Male,0,0,Graduate,1,5166,0.0,128.0,360.0,1.0,Semiurban,1,4.859812404361672,8.550047528287184,5166.0,8.550047528287184,11.313708498984761,0.35555555555555557,6.88260850862477e-05
LP001875,Male,0,0,Graduate,0,4095,3447.0,151.0,360.0,1.0,Rural,1,5.0238805208462765,8.317766166719343,7542.0,8.928375259853631,12.288205727444508,0.41944444444444445,5.5614484810984415e-05
LP001877,Male,1,2,Graduate,0,4708,1387.0,150.0,360.0,1.0,Semiurban,1,5.017279836814924,8.457230850243555,6095.0,8.715388097366482,12.24744871391589,0.4166666666666667,6.836204539239814e-05
LP001882,Male,1,3+,Graduate,0,4333,1811.0,160.0,360.0,0.0,Urban,1,5.081404364984463,8.374246182096304,6144.0,8.723394022000136,12.649110640673518,0.4444444444444444,7.233796296296296e-05
LP001883,Female,0,0,Graduate,0,3418,0.0,135.0,360.0,1.0,Rural,0,4.912654885736052,8.137103389639302,3418.0,8.137103389639302,11.61895003862225,0.375,0.00010971328262141603
